Camera,"(0, 0)",0,960,"(576, 320)",1,false,"(0, 0)"
Camera,"(1280, 0)",1600,1920,"(1856, 320)",1,false,"(0, 0)"
Camera,"(0, 0)",1280,1088,"(576, 320)",1,false,"(0, 0)"
Camera,"(2880, 1088)",2048,960,"(3456, 1408)",0.7,false,"(0, 0)"
Camera,"(4480, 2048)",2112,1280,"(5056, 2368)",1,false,"(0, 0)"
Camera,"(5760, 1216)",960,832,"(6336, 1536)",1,false,"(0, 0)"
Camera,"(6528, 1344)",1984,1280,"(7104, 1664)",1,false,"(0, 0)"
Camera,"(8512, 1280)",1280,640,"(9088, 1600)",1,false,"(0, 0)"
Object,Wall,"(0, 64)",2
Object,Wall,"(0, 128)",2
Object,Wall,"(0, 192)",2
Object,Wall,"(0, 256)",2
Object,Wall,"(0, 320)",2
Object,Wall,"(0, 384)",2
Object,Wall,"(0, 448)",2
Object,Wall,"(0, 512)",2
Object,Wall,"(0, 576)",2
Object,Wall,"(0, 640)",2
Object,Wall,"(0, 704)",2
Object,Wall,"(0, 768)",2
Object,Wall,"(0, 832)",2
Object,Wall,"(0, 896)",2
Object,Wall,"(64, 896)",2
Object,Wall,"(64, 832)",2
Object,Wall,"(64, 768)",2
Object,Wall,"(64, 704)",2
Object,Wall,"(64, 640)",2
Object,Wall,"(64, 576)",2
Object,Wall,"(128, 576)",2
Object,Wall,"(128, 640)",2
Object,Wall,"(128, 704)",2
Object,Wall,"(128, 768)",2
Object,Wall,"(128, 832)",2
Object,Wall,"(128, 896)",2
Object,Wall,"(192, 576)",2
Object,Wall,"(256, 576)",2
Object,Wall,"(192, 640)",2
Object,Wall,"(192, 704)",2
Object,Wall,"(192, 768)",2
Object,Wall,"(64, 512)",2
Object,Wall,"(64, 384)",2
Object,Wall,"(64, 320)",2
Object,Wall,"(64, 256)",2
Object,Wall,"(64, 192)",2
Object,Wall,"(64, 448)",2
Object,Wall,"(64, 128)",2
Object,Wall,"(0, 0)",5
Object,Wall,"(64, 64)",5
Object,Wall,"(128, 512)",5
Object,Wall,"(192, 512)",5
Object,Wall,"(256, 512)",5
Object,Wall,"(320, 512)",5
Object,StartPoint,"(192, 448)"
Object,IceWall,"(576, 320)",1
Object,IceWall,"(576, 256)",2
Object,IceWall,"(640, 256)",2
Object,IceWall,"(640, 320)",1
Object,Needle,"(576, 192)",0,2
Object,Needle,"(640, 192)",0,3
Object,Needle,"(704, 256)",1,2
Object,Needle,"(704, 320)",1,3
Object,Needle,"(640, 384)",2,2
Object,Needle,"(576, 384)",2,3
Object,Needle,"(512, 320)",3,2
Object,Needle,"(512, 256)",3,3
Object,IceWall,"(192, 832)",1
Object,IceWall,"(192, 896)",1
Object,IceWall,"(256, 896)",1
Object,IceWall,"(256, 832)",1
Object,IceWall,"(256, 768)",1
Object,IceWall,"(256, 704)",1
Object,IceWall,"(256, 640)",1
Object,IceWall,"(320, 640)",1
Object,IceWall,"(320, 576)",1
Object,IceWall,"(320, 704)",1
Object,IceWall,"(320, 768)",1
Object,Wall,"(1024, 192)",7
Object,Wall,"(1088, 192)",7
Object,Wall,"(1152, 192)",7
Object,Wall,"(1216, 192)",7
Object,Wall,"(1088, 256)",7
Object,Wall,"(1152, 256)",7
Object,Wall,"(1216, 256)",7
Object,Wall,"(1152, 320)",7
Object,Wall,"(1216, 320)",7
Object,Wall,"(1216, 384)",7
Object,Wall,"(1216, 448)",7
Object,Wall,"(1216, 512)",7
Object,Wall,"(1216, 576)",7
Object,Wall,"(1216, 832)",7
Object,Wall,"(1216, 704)",7
Object,Wall,"(1216, 768)",7
Object,Wall,"(1216, 640)",7
Object,Wall,"(960, 128)",6
Object,Wall,"(1024, 128)",6
Object,Wall,"(1088, 128)",6
Object,Wall,"(1152, 128)",6
Object,Wall,"(1216, 128)",6
Object,Needle,"(960, 192)",2,2
Object,Needle,"(1024, 256)",2,2
Object,Needle,"(1088, 320)",2,2
Object,Needle,"(1152, 384)",2,2
Object,TouchActiveFloor,"(512, 512)",1,192
Object,TouchActiveFloor,"(896, 384)",0,192
Object,Needle,"(896, 128)",3,2
Object,IceWall,"(320, 960)",2
Object,IceWall,"(384, 960)",2
Object,IceWall,"(448, 960)",2
Object,IceWall,"(512, 960)",2
Object,IceWall,"(576, 960)",2
Object,IceWall,"(640, 960)",2
Object,IceWall,"(704, 960)",2
Object,IceWall,"(768, 960)",2
Object,IceWall,"(832, 960)",2
Object,IceWall,"(896, 960)",2
Object,IceWall,"(960, 960)",2
Object,IceWall,"(1024, 960)",2
Object,IceWall,"(1088, 960)",2
Object,IceWall,"(1152, 960)",2
Object,Needle,"(320, 896)",0,2
Object,Needle,"(384, 896)",0,2
Object,Needle,"(448, 896)",0,2
Object,Needle,"(512, 896)",0,2
Object,Needle,"(576, 896)",0,2
Object,Needle,"(640, 896)",0,2
Object,Needle,"(704, 896)",0,2
Object,Needle,"(768, 896)",0,2
Object,Needle,"(832, 896)",0,2
Object,Needle,"(896, 896)",0,2
Object,Needle,"(960, 896)",0,2
Object,Needle,"(1024, 896)",0,2
Object,Needle,"(1088, 896)",0,2
Object,Needle,"(1152, 896)",0,2
Object,IceWall,"(192, 960)",1
Object,IceWall,"(1216, 960)",1
Object,IceWall,"(1280, 960)",1
Object,IceWall,"(1280, 896)",1
Object,IceWall,"(1216, 896)",1
Object,IceWall,"(1280, 768)",1
Object,IceWall,"(1280, 832)",1
Object,IceWall,"(256, 960)",1
Object,IceWall,"(128, 960)",1
Object,IceWall,"(256, 1024)",1
Object,IceWall,"(384, 1024)",1
Object,IceWall,"(320, 1024)",1
Object,IceWall,"(448, 1024)",1
Object,IceWall,"(512, 1024)",1
Object,IceWall,"(576, 1024)",1
Object,IceWall,"(640, 1024)",1
Object,IceWall,"(704, 1024)",1
Object,IceWall,"(832, 1024)",1
Object,IceWall,"(896, 1024)",1
Object,IceWall,"(960, 1024)",1
Object,IceWall,"(1024, 1024)",1
Object,IceWall,"(1088, 1024)",1
Object,IceWall,"(1152, 1024)",1
Object,IceWall,"(768, 1024)",1
Object,IceWall,"(512, 576)",2
Object,IceWall,"(576, 576)",2
Object,OneWayFloor,"(1344, 128)",1
Object,OneWayFloor,"(1408, 128)",1
Object,IceWall,"(1280, 384)",1
Object,IceWall,"(1280, 448)",1
Object,IceWall,"(1280, 512)",1
Object,IceWall,"(1280, 576)",1
Object,IceWall,"(1280, 640)",1
Object,IceWall,"(1280, 704)",1
Object,IceWall,"(1280, 320)",1
Object,IceWall,"(1280, 192)",1
Object,IceWall,"(1280, 128)",2
Object,IceWall,"(1280, 256)",1
Object,IceWall,"(1344, 384)",1
Object,IceWall,"(1344, 448)",1
Object,IceWall,"(1344, 512)",1
Object,IceWall,"(1344, 576)",1
Object,IceWall,"(1344, 640)",1
Object,IceWall,"(1344, 704)",1
Object,IceWall,"(1344, 896)",1
Object,IceWall,"(1344, 960)",1
Object,IceWall,"(1344, 832)",1
Object,IceWall,"(1344, 768)",1
Object,IceWall,"(1408, 832)",1
Object,IceWall,"(1408, 896)",1
Object,IceWall,"(1408, 960)",1
Object,IceWall,"(1344, 1024)",1
Object,IceWall,"(1280, 1024)",1
Object,IceWall,"(1216, 1024)",1
Object,IceWall,"(1408, 1024)",1
Object,IceWall,"(1408, 704)",1
Object,IceWall,"(1408, 768)",1
Object,IceWall,"(1408, 576)",1
Object,IceWall,"(1408, 640)",1
Object,IceWall,"(1408, 512)",1
Object,Needle,"(1344, 256)",0,2
Object,Needle,"(1408, 384)",0,3
Object,IceWall,"(1472, 640)",1
Object,Needle,"(1472, 512)",0,2
Object,Needle,"(1664, 576)",0,2
Object,Needle,"(1728, 576)",0,3
Object,Needle,"(1792, 576)",0,3
Object,Needle,"(1856, 576)",0,3
Object,Needle,"(1984, 576)",0,3
Object,Needle,"(1920, 576)",0,2
Object,IceWall,"(2240, 512)",2
Object,IceWall,"(2176, 576)",2
Object,IceWall,"(2112, 576)",2
Object,IceWall,"(2048, 640)",2
Object,IceWall,"(1984, 640)",2
Object,IceWall,"(1664, 640)",2
Object,IceWall,"(1728, 640)",2
Object,IceWall,"(1856, 640)",2
Object,IceWall,"(1920, 640)",2
Object,IceWall,"(1792, 640)",2
Object,IceWall,"(1472, 576)",2
Object,IceWall,"(1408, 448)",2
Object,IceWall,"(1344, 320)",2
Object,Needle,"(2048, 576)",0,2
Object,Needle,"(2112, 512)",0,3
Object,Needle,"(2176, 512)",0,3
Object,Needle,"(2240, 448)",0,2
Object,IceWall,"(1664, 64)",1
Object,IceWall,"(1664, 128)",1
Object,IceWall,"(1664, 320)",1
Object,IceWall,"(1728, 192)",1
Object,IceWall,"(1728, 128)",1
Object,IceWall,"(1728, 64)",1
Object,IceWall,"(1792, 64)",1
Object,IceWall,"(1792, 128)",1
Object,IceWall,"(1792, 192)",1
Object,Needle,"(1664, 384)",2,2
Object,IceWall,"(1664, 0)",2
Object,IceWall,"(1728, 0)",2
Object,IceWall,"(1792, 0)",2
Object,IceWall,"(1856, 0)",2
Object,Needle,"(1728, 320)",2,2
Object,Needle,"(1792, 256)",2,2
Object,Needle,"(1536, 640)",0,2
Object,IceWall,"(1536, 704)",2
Object,IceWall,"(1856, 64)",1
Object,IceWall,"(1856, 128)",1
Object,IceWall,"(1664, 192)",1
Object,IceWall,"(1664, 256)",1
Object,IceWall,"(1728, 256)",1
Object,Needle,"(1600, 640)",0,2
Object,Needle,"(1856, 192)",2,2
Object,IceWall,"(1600, 704)",2
Object,IceWall,"(1984, 448)",2
Object,IceWall,"(2048, 448)",2
Object,SpeedWall,"(2112, 448)"
Object,IceWall,"(1920, 0)",2
Object,IceWall,"(1984, 0)",2
Object,IceWall,"(2048, 0)",2
Object,IceWall,"(2112, 0)",2
Object,IceWall,"(2176, 0)",2
Object,IceWall,"(2240, 0)",2
Object,IceWall,"(2304, 0)",2
Object,IceWall,"(2368, 0)",2
Object,IceWall,"(2432, 0)",2
Object,IceWall,"(2496, 0)",2
Object,IceWall,"(1920, 64)",1
Object,IceWall,"(1984, 64)",1
Object,IceWall,"(2048, 64)",1
Object,IceWall,"(2112, 64)",1
Object,IceWall,"(2176, 64)",1
Object,IceWall,"(2240, 64)",1
Object,IceWall,"(2304, 64)",1
Object,IceWall,"(2432, 64)",1
Object,IceWall,"(2368, 64)",1
Object,IceWall,"(2496, 64)",1
Object,IceWall,"(2560, 64)",1
Object,IceWall,"(2624, 64)",1
Object,IceWall,"(2688, 64)",1
Object,IceWall,"(2752, 64)",1
Object,IceWall,"(2816, 128)",1
Object,IceWall,"(2816, 64)",1
Object,IceWall,"(2816, 192)",1
Object,IceWall,"(2816, 256)",1
Object,IceWall,"(2816, 320)",1
Object,IceWall,"(2816, 384)",1
Object,IceWall,"(2816, 448)",1
Object,IceWall,"(2816, 512)",1
Object,IceWall,"(2816, 576)",1
Object,IceWall,"(2816, 640)",1
Object,IceWall,"(2816, 704)",1
Object,IceWall,"(2752, 320)",1
Object,IceWall,"(2560, 128)",1
Object,IceWall,"(2624, 128)",1
Object,IceWall,"(2688, 128)",1
Object,IceWall,"(2752, 128)",1
Object,IceWall,"(2752, 192)",1
Object,IceWall,"(2752, 256)",1
Object,IceWall,"(2688, 192)",1
Object,IceWall,"(2496, 128)",1
Object,IceWall,"(2752, 384)",1
Object,IceWall,"(2688, 256)",1
Object,IceWall,"(2624, 192)",1
Object,OneWayFloor,"(2624, 576)",2
Object,OneWayFloor,"(2688, 576)",3
Object,OneWayFloor,"(2752, 576)",4
Object,SavePoint,"(2752, 512)"
Object,IceWall,"(2560, 0)",2
Object,IceWall,"(2688, 0)",2
Object,IceWall,"(2624, 0)",2
Object,IceWall,"(2752, 0)",2
Object,IceWall,"(2816, 0)",2
Object,Needle,"(1920, 128)",2,2
Object,Needle,"(1984, 128)",2,3
Object,Needle,"(2048, 128)",2,2
Object,Needle,"(2112, 128)",2,2
Object,Needle,"(2176, 128)",2,2
Object,Needle,"(2240, 128)",2,3
Object,Needle,"(2304, 128)",2,2
Object,Needle,"(2368, 128)",2,2
Object,Needle,"(2432, 128)",2,2
Object,Needle,"(2496, 192)",2,3
Object,Needle,"(2560, 192)",2,3
Object,Needle,"(2624, 256)",2,2
Object,Needle,"(2688, 320)",2,3
Object,IceWall,"(1600, 192)",1
Object,IceWall,"(1600, 128)",1
Object,IceWall,"(1600, 64)",1
Object,IceWall,"(1536, 64)",1
Object,IceWall,"(1408, 0)",2
Object,IceWall,"(1472, 0)",2
Object,IceWall,"(1536, 0)",2
Object,IceWall,"(1600, 0)",2
Object,Needle,"(1600, 256)",2,2
Object,IceWall,"(1280, 1152)",1
Object,IceWall,"(1280, 1088)",1
Object,IceWall,"(1344, 1088)",1
Object,IceWall,"(1472, 704)",1
Object,IceWall,"(1472, 768)",1
Object,IceWall,"(1472, 832)",1
Object,IceWall,"(1472, 896)",1
Object,IceWall,"(1536, 768)",1
Object,IceWall,"(1600, 768)",1
Object,IceWall,"(1536, 832)",1
Object,IceWall,"(1664, 704)",1
Object,IceWall,"(1728, 704)",1
Object,IceWall,"(1792, 704)",1
Object,IceWall,"(1856, 704)",1
Object,IceWall,"(1920, 704)",1
Object,IceWall,"(1984, 704)",1
Object,IceWall,"(2048, 704)",1
Object,IceWall,"(2112, 640)",1
Object,IceWall,"(2176, 640)",1
Object,IceWall,"(2112, 704)",1
Object,IceWall,"(2240, 640)",1
Object,IceWall,"(2240, 576)",1
Object,IceWall,"(2176, 704)",1
Object,IceWall,"(2240, 704)",1
Object,IceWall,"(2304, 704)",1
Object,IceWall,"(2304, 640)",1
Object,IceWall,"(2368, 704)",1
Object,IceWall,"(2368, 640)",2
Object,IceWall,"(2304, 576)",2
Object,Needle,"(2304, 512)",0,2
Object,Needle,"(2368, 576)",0,2
Object,IceWall,"(2752, 704)",2
Object,IceWall,"(2688, 768)",2
Object,IceWall,"(2624, 832)",2
Object,IceWall,"(2560, 896)",2
Object,IceWall,"(2496, 896)",2
Object,IceWall,"(2432, 896)",2
Object,IceWall,"(2368, 896)",2
Object,IceWall,"(2304, 896)",2
Object,IceWall,"(2240, 896)",2
Object,IceWall,"(2176, 896)",2
Object,IceWall,"(2112, 896)",2
Object,GravityLineVertical,"(2304, 768)",128
Object,IceWall,"(2624, 896)",1
Object,IceWall,"(2688, 832)",1
Object,IceWall,"(2752, 768)",1
Object,Needle,"(2624, 768)",0,2
Object,Needle,"(2688, 704)",0,2
Object,Needle,"(2752, 640)",0,2
Object,Needle,"(64, 0)",0,2
Object,Needle,"(1664, 768)",2,2
Object,Needle,"(1728, 768)",2,2
Object,Needle,"(1792, 768)",2,2
Object,Needle,"(1920, 768)",2,2
Object,Needle,"(1856, 768)",2,2
Object,Needle,"(1600, 832)",2,2
Object,Needle,"(1536, 896)",2,2
Object,Needle,"(1472, 960)",2,2
Object,Needle,"(1408, 1088)",2,2
Object,IceWall,"(1792, 1024)",2
Object,IceWall,"(1856, 1024)",2
Object,SpeedWall,"(1728, 1024)"
Object,IceWall,"(1472, 1280)",2
Object,IceWall,"(1536, 1280)",2
Object,Needle,"(1472, 1216)",0,2
Object,Needle,"(1536, 1216)",0,2
Object,Needle,"(1792, 960)",0,2
Object,SpeedWall,"(1600, 1280)"
Object,IceWall,"(1280, 1216)",1
Object,IceWall,"(1280, 1280)",1
Object,IceWall,"(1280, 1344)",1
Object,IceWall,"(1280, 1408)",1
Object,IceWall,"(1280, 1472)",1
Object,IceWall,"(1280, 1536)",1
Object,IceWall,"(1280, 1600)",1
Object,IceWall,"(1280, 1664)",1
Object,IceWall,"(1280, 1728)",1
Object,IceWall,"(1344, 1536)",1
Object,IceWall,"(1344, 1600)",1
Object,IceWall,"(1344, 1664)",1
Object,IceWall,"(1344, 1728)",1
Object,IceWall,"(1344, 1792)",1
Object,IceWall,"(1280, 1792)",1
Object,IceWall,"(1344, 1472)",1
Object,IceWall,"(1408, 1536)",1
Object,IceWall,"(1408, 1600)",1
Object,IceWall,"(1408, 1664)",1
Object,IceWall,"(1408, 1728)",1
Object,IceWall,"(1408, 1792)",1
Object,IceWall,"(1472, 1792)",1
Object,IceWall,"(1472, 1728)",1
Object,IceWall,"(1536, 1664)",1
Object,IceWall,"(1472, 1664)",1
Object,IceWall,"(1472, 1600)",1
Object,IceWall,"(1600, 1728)",1
Object,IceWall,"(1536, 1728)",1
Object,IceWall,"(1536, 1792)",1
Object,IceWall,"(1600, 1792)",1
Object,IceWall,"(1664, 1792)",1
Object,Needle,"(2560, 1600)",0,2
Object,Needle,"(2688, 1536)",0,3
Object,Needle,"(2624, 1536)",0,2
Object,Wall,"(2688, 1792)",2
Object,Wall,"(2624, 1792)",2
Object,Wall,"(2688, 1728)",2
Object,Wall,"(2752, 1728)",2
Object,Wall,"(2752, 1664)",2
Object,Wall,"(2816, 1728)",2
Object,Wall,"(2816, 1664)",2
Object,Wall,"(2816, 1600)",2
Object,Wall,"(2816, 1792)",2
Object,Wall,"(2752, 1792)",2
